"id","user_id","mensaje","enviado_utc","http","latencia_ms","error"
"36","5492610000036","hacen envios internacionales?","2026-08-12 14:11:11.920","200","38",
"37","5492610000037","es la tercera vez que escribo y nadie me contesta","2026-08-12 14:11:14.969","200","33",
"38","5492610000038","mi pedido no llega y ya pasaron los 5 dias que decia la web","2026-08-12 14:11:18.013","200","31",
"39","5492610000039","necesito saber si ya despacharon mi paquete","2026-08-12 14:11:21.059","200","31",
"40","5492610000040","es seguro pagar con tarjeta en la web?","2026-08-12 14:11:24.104","200","33",
"41","5492610000041","quiero hablar con un supervisor","2026-08-12 14:11:27.152","200","32",
"42","5492610000042","hola? hay alguien?","2026-08-12 14:11:30.198","200","31",
"43","5492610000043","seguimiento pedido ORD-9931","2026-08-12 14:11:33.243","200","30",
"44","5492610000044","tienen local fisico para retirar?","2026-08-12 14:11:36.289","200","33",
"45","5492610000045","me estafaron, no llego nada y ya pague","2026-08-12 14:11:39.332","200","32",
"46","5492610000046","compre el lunes y todavia nada, esta todo bien?","2026-08-12 14:11:42.380","200","33",
"47","5492610000047","cuantos dias tengo para devolver algo?","2026-08-12 14:11:45.417","200","45",
"48","5492610000048","ok gracias","2026-08-12 14:11:48.480","200","33",
"49","5492610000049","el paquete llego abierto y faltaban cosas","2026-08-12 14:11:51.520","200","40",
"50","5492610000050","me confirman que recibieron mi orden?","2026-08-12 14:11:54.565","200","33",
"51","5492610000051","aceptan transferencia bancaria?","2026-08-12 14:11:57.606","200","33",
"52","5492610000052","compre hace un mes y todavia no recibi nada, quiero mi reembolso","2026-08-12 14:12:00.645","200","30",
"53","5492610000053","buenas tardes, consulta por el pedido 8823","2026-08-12 14:12:03.682","200","43",
"54","5492610000054","los precios incluyen iva?","2026-08-12 14:12:06.733","200","29",
"55","5492610000055","buenisimo, muchas gracias","2026-08-12 14:12:09.765","200","32",
"56","5492610000056","la garantia no me la quieren hacer valer","2026-08-12 14:12:12.805","200","30",
"57","5492610000057","donde anda mi paquete","2026-08-12 14:12:15.848","200","28",
"58","5492610000058","hasta cuantas cuotas sin interes hay?","2026-08-12 14:12:18.892","200","34",
"59","5492610000059","me mandaron un producto usado","2026-08-12 14:12:21.934","200","27",
"60","5492610000060","quisiera saber si mi pedido ya salio de deposito","2026-08-12 14:12:24.977","200","28",
"61","5492610000061","trabajan con oca o andreani?","2026-08-12 14:12:28.010","200","36",
"62","5492610000062","hola como andan","2026-08-12 14:12:31.060","200","28",
"63","5492610000063","cancele el pedido y me siguen cobrando","2026-08-12 14:12:34.099","200","28",
"64","5492610000064","el envio de la notebook en que estado esta?","2026-08-12 14:12:37.138","200","28",
"65","5492610000065","puedo cambiar la direccion de envio despues de comprar?","2026-08-12 14:12:40.168","200","28",
"66","5492610000066","pesimo servicio, nunca mas compro aca","2026-08-12 14:12:43.210","200","27",
"67","5492610000067","hola! me pueden decir si mi pedido esta demorado?","2026-08-12 14:12:46.249","200","32",
"68","5492610000068","que metodos de pago aceptan?","2026-08-12 14:12:49.284","200","30",
"69","5492610000069","queria cambiar un producto, cual es el procedimiento? me llego fallado","2026-08-12 14:12:52.322","200","30",
"70","5492610000070","el teclado dejo de andar a los 3 dias","2026-08-12 14:12:55.365","200","28",
"71","5492610000071","pedido ORD-5567 - estado?","2026-08-12 14:12:58.397","200","28",
"72","5492610000072","la garantia la cubre la marca o ustedes?","2026-08-12 14:13:01.438","200","29",
"73","5492610000073","che","2026-08-12 14:13:04.476","200","26",
"74","5492610000074","me cobraron el envio que decia que era gratis","2026-08-12 14:13:07.506","200","27",
"75","5492610000075","sigo esperando el mail con el tracking","2026-08-12 14:13:10.558","200","28",
"76","5492610000076","hacen descuento por pago en efectivo?","2026-08-12 14:13:13.593","200","29",
"77","5492610000077","hace una semana que pedi la devolucion y no me contestan","2026-08-12 14:13:16.634","200","27",
"78","5492610000078","mi orden aparece como confirmada, cuando la mandan?","2026-08-12 14:13:19.673","200","27",
"79","5492610000079","cuanto cuesta el envio si compro mas de un producto?","2026-08-12 14:13:22.715","200","27",
"80","5492610000080","buenas tardes","2026-08-12 14:13:25.755","200","30",
"81","5492610000081","el producto no es como se ve en la foto","2026-08-12 14:13:28.788","200","29",
"82","5492610000082","hace cuanto salio mi envio?","2026-08-12 14:13:31.830","200","29",
"83","5492610000083","puedo retirar por sucursal?","2026-08-12 14:13:34.871","200","28",
"84","5492610000084","me llego incompleto el pedido, falta un item","2026-08-12 14:13:37.911","200","39",
"85","5492610000085","buenas, numero de orden 3345, queria el estado","2026-08-12 14:13:40.956","200","29",
"86","5492610000086","si el producto no me gusta lo puedo devolver?","2026-08-12 14:13:44.002","200","27",
"87","5492610000087","gracias, muy amables","2026-08-12 14:13:47.040","200","27",
"88","5492610000088","quiero hacer un reclamo formal","2026-08-12 14:13:50.082","200","31",
"89","5492610000089","me dijeron que llegaba hoy, se sabe algo?","2026-08-12 14:13:53.118","200","27",
"90","5492610000090","tienen atencion telefonica?","2026-08-12 14:13:56.158","200","28",
"91","5492610000091","el repartidor nunca vino y figura como entregado","2026-08-12 14:13:59.191","200","27",
"92","5492610000092","che consulta, el pedido de la silla gamer ya viene?","2026-08-12 14:14:02.231","200","29",
"93","5492610000093","cual es el horario de atencion?","2026-08-12 14:14:05.272","200","28",
"94","5492610000094","hola! gracias por la respuesta anterior, igual sigo sin saber donde esta mi pedido","2026-08-12 14:14:08.315","200","27",
"95","5492610000095","me dieron mal la informacion, quiero una solucion ya","2026-08-12 14:14:11.356","200","28",
"96","5492610000096","quiero rastrear mi compra","2026-08-12 14:14:14.398","200","33",
"97","5492610000097","emiten factura B?","2026-08-12 14:14:17.445","200","29",
"98","5492610000098","dale, gracias","2026-08-12 14:14:20.479","200","34",
"99","5492610000099","voy a hacer la denuncia en defensa del consumidor","2026-08-12 14:14:23.531","200","27",
"100","5492610000100","hola, tengo dos pedidos abiertos, me pasan el estado de ambos?","2026-08-12 14:14:26.564","200","31",
"101","5492610000101","los envios son con seguro?","2026-08-12 14:14:29.599","200","28",
"102","5492610000102","me llego todo golpeado el paquete","2026-08-12 14:14:32.637","200","27",
"103","5492610000103","compre con el mail lucia.perez@example.com, que paso con mi orden?","2026-08-12 14:14:35.674","200","27",
"104","5492610000104","cuanto demora el reintegro de una devolucion?","2026-08-12 14:14:38.718","200","27",
"105","5492610000105","hola, queria hacer una consulta","2026-08-12 14:14:41.753","200","27",
"106","5492610000106","pague en 12 cuotas y me cobraron en 1","2026-08-12 14:14:44.797","200","27",
"107","5492610000107","buen dia, el pedido ORD-7788 sigue en preparacion?","2026-08-12 14:14:47.840","200","30",
"108","5492610000108","puedo comprar sin registrarme?","2026-08-12 14:14:50.887","200","30",
"109","5492610000109","tienen stock del PROD-013? porque lo pedi y me dijeron que no habia","2026-08-12 14:14:53.930","200","27",
"110","5492610000110","el producto vino sin los accesorios que decia","2026-08-12 14:14:56.970","200","32",
"111","5492610000111","alguna novedad de mi envio?","2026-08-12 14:15:00.010","200","29",
"112","5492610000112","hacen envio gratis a partir de cierto monto?","2026-08-12 14:15:03.050","200","29",
"113","5492610000113","perfecto, saludos","2026-08-12 14:15:06.084","200","27",
"114","5492610000114","atencion pesima, llevo 40 minutos esperando respuesta","2026-08-12 14:15:09.119","200","26",
"115","5492610000115","mi pedido dice en transito hace 5 dias","2026-08-12 14:15:12.160","200","27",
"116","5492610000116","venden productos usados o todos son nuevos?","2026-08-12 14:15:15.202","200","29",
"117","5492610000117","me quieren cobrar el envio de la devolucion cuando el error fue de ustedes","2026-08-12 14:15:18.242","200","27",
"118","5492610000118","queria confirmar si ya salio el despacho","2026-08-12 14:15:21.273","200","27",
"119","5492610000119","si pago con transferencia cuando despachan?","2026-08-12 14:15:24.320","200","29",
"120","5492610000120","hola necesito ayuda","2026-08-12 14:15:27.357","200","35",
"121","5492610000121","me cancelaron el pedido sin avisarme","2026-08-12 14:15:30.401","200","31",
"122","5492610000122","hola necesito el estado del pedido urgente","2026-08-12 14:15:33.447","200","27",
"123","5492610000123","tienen reembolso si el producto llega roto?","2026-08-12 14:15:36.487","200","28",
"124","5492610000124","buenas, se puede cancelar un pedido ya pagado?","2026-08-12 14:15:39.531","200","29",
"125","5492610000125","ORD-2211","2026-08-12 14:15:42.574","200","28",
"126","5492610000126","puedo pedir que lo dejen con el portero?","2026-08-12 14:15:45.613","200","27",
"127","5492610000127","la factura vino con datos mal cargados","2026-08-12 14:15:48.653","200","28",
"128","5492610000128","me pueden ayudar?","2026-08-12 14:15:51.684","200","30",
"129","5492610000129","me llego un mail que decia confirmado, eso significa que ya lo mandaron?","2026-08-12 14:15:54.726","200","26",
"130","5492610000130","aceptan tarjeta de debito?","2026-08-12 14:15:57.768","200","27",
"131","5492610000131","exijo que me devuelvan la plata hoy mismo","2026-08-12 14:16:00.813","200","27",
"132","5492610000132","buenas, cuando estiman que llega el pedido a mendoza?","2026-08-12 14:16:03.842","200","27",
"133","5492610000133","hay stock del monitor samsung 24?","2026-08-12 14:16:06.883","200","32",
"134","5492610000134","buen finde!","2026-08-12 14:16:09.931","200","162",
"135","5492610000135","no entiendo nada de como funciona esto","2026-08-12 14:16:13.111","200","46",
"136","5492610000136","hola! el pedido que cancele ayer, se proceso la cancelacion?","2026-08-12 14:16:16.165","200","37",
"137","5492610000137","cuanto tiempo de garantia tienen las notebooks?","2026-08-12 14:16:19.218","200","49",
"138","5492610000138","sos un bot o una persona?","2026-08-12 14:16:22.273","200","33",
"139","5492610000139","hola queria saber si les llego mi transferencia","2026-08-12 14:16:25.316","200","36",
"140","5492610000140","queria saber si mi compra quedo registrada","2026-08-12 14:16:28.354","200","51",
"141","5492610000141","como se calcula el costo de envio?","2026-08-12 14:16:31.409","200","37",
"142","5492610000142","quien me esta respondiendo?","2026-08-12 14:16:34.463","200","33",
"143","5492610000143","me podrian pasar el telefono de atencion? necesito reclamar algo urgente","2026-08-12 14:16:37.508","200","31",
"144","5492610000144","tengo el codigo de seguimiento pero no figura nada en la web del correo","2026-08-12 14:16:40.551","200","33",
"145","5492610000145","puedo pagar contra entrega?","2026-08-12 14:16:43.599","200","31",
"146","5492610000146","nada, ya lo resolvi, gracias igual","2026-08-12 14:16:46.645","200","30",
"147","5492610000147","felices fiestas!","2026-08-12 14:16:49.692","200","31",
"148","5492610000148","como estan?","2026-08-12 14:16:52.738","200","29",
"149","5492610000149","hola buenas","2026-08-12 14:16:55.783","200","47",
"150","5492610000150","me llego el paquete pero adentro habia otra cosa","2026-08-12 14:16:58.837","200","28",
